x	y	Elevacion	CEa30	CEa90	RindeMaiz	NDVI_1	NDVI_2	NDVI_3
509835.651	6290197	136.952166830423	59.3963544686279	51.7203613452826	2.18025438954831	0.492578594532151	0.338586418205769	0.13381374465506
509840.651	6290197	136.987259046743	59.7293712908091	51.7368750230815	2.21689266439729	0.503089182671715	0.331355526894761	0.133865548089267
509845.651	6290197	137.024721795355	59.9754431911092	51.8185352654951	2.24175881813044	0.510701386198147	0.326310035990726	0.133692562815036
509850.651	6290197	137.190250152436	60.1958982058759	51.881352218137	2.26977875294653	0.517972369707053	0.321694764821015	0.133567340157857
509810.651	6290202	137.238873099848	57.8979630485815	51.3191683526408	1.97530727619492	0.449036846189086	0.361343949539139	0.136014512677687
509815.651	6290202	137.433159968978	58.2086393409383	51.257469894536	2.03431176552036	0.461572772014635	0.35761012515484	0.135416352928323
509820.651	6290202	137.340040846385	58.3990033516882	51.3941232683375	2.04036127004181	0.469726655390624	0.353936382509022	0.134890907257885
509825.651	6290202	137.149852959383	58.7071676571095	51.5677189392332	2.07224498758026	0.473289620758639	0.351487934346429	0.134222556337136
509830.651	6290202	137.047546884358	59.1572929906481	51.775263172555	2.10113781898509	0.485260192760555	0.346886410712629	0.133806938312966
509835.651	6290202	136.954458254725	59.5451492245353	51.9049400919021	2.14065717449315	0.49393801295113	0.338271006102962	0.133631255571588
509840.651	6290202	136.950682468108	59.8867414011016	51.9204652245129	2.1766079362933	0.504354898477648	0.330440571775504	0.133631444320483
509845.651	6290202	136.96643991766	60.1490956748471	51.9840195320059	2.20375891342302	0.512304644332663	0.324247166930494	0.133458240373882
509850.651	6290202	137.081827481369	60.3842539708092	52.0283812152813	2.23412153951631	0.519910871577876	0.318591522552399	0.133338607226513
509855.651	6290202	137.326637426773	60.5816689237568	52.052364679441	2.26729791982334	0.527067512743221	0.313874609947706	0.133270619449425
509790.651	6290207	137.511689115534	57.7761693343706	50.9422838110632	1.95733910086968	0.421228549750785	0.373431775998569	0.139469814996667
509795.651	6290207	137.498502344803	57.7719712614104	51.0430719866734	1.95419767678187	0.427044228106825	0.37210617990469	0.138660366794151
509800.651	6290207	137.486354703423	57.7971600584596	51.1563376139547	1.9528316057446	0.43350352928598	0.370039665936955	0.137760500013603
509805.651	6290207	137.294155927247	57.8192768676647	51.3354201129817	1.95625582940613	0.442371083785198	0.366031052588834	0.136721931634397
509810.651	6290207	137.415407515434	58.1013013753037	51.3425427059899	1.99957083191979	0.453174257798517	0.362884918627095	0.135906368306514
509815.651	6290207	137.356488367261	58.2678037511969	51.4822321842432	2.00480198594319	0.461256984424031	0.359560004222571	0.135201827600982
509820.651	6290207	137.276632524211	58.4808768742961	51.6203139501386	2.01342089073367	0.469675611663764	0.355753058424999	0.13464182762333
509825.651	6290207	137.158714316642	58.9592357271496	51.8579500889859	2.05319262612268	0.477231964052706	0.352698360527579	0.133976135728462
509830.651	6290207	137.044914721	59.2504147673303	51.944803395627	2.06845142590158	0.486121362428454	0.347174357810294	0.133617685710102
509835.651	6290207	136.989904119622	59.6941200634519	52.001780319677	2.11064576125718	0.49652200149929	0.337279594004788	0.1335950824729
509840.651	6290207	136.93612014558	59.9889141834072	52.0632815062866	2.13658121113784	0.505035695517815	0.329699470035986	0.133366058530421
509845.651	6290207	136.934803997753	60.2669862552643	52.105806309009	2.16608919329919	0.513322677151692	0.322068068644417	0.133192675712985
509850.651	6290207	137.008114071539	60.516581859196	52.129049575218	2.19884414598435	0.521266386297112	0.315169642214535	0.133079924282658
509855.651	6290207	137.179456782718	60.7268655589921	52.1329148942062	2.23443834338436	0.528755649797084	0.30957232189498	0.133028922081112
509770.651	6290212	137.566187913449	57.3757313630901	50.3005640741554	1.96752872080087	0.408113558844961	0.373772821488592	0.140966267316219
509775.651	6290212	137.481211250669	57.4692656296558	50.4964566664534	1.94629904922107	0.410086750762407	0.37505324028694	0.14106146766262
509780.651	6290212	137.422095737732	57.4930867481584	50.640898952714	1.93865758483918	0.414009814183502	0.37602098330668	0.140805991776842
509785.651	6290212	137.505351663988	57.6787763456772	50.8282510531732	1.93832822842818	0.417752593550354	0.375599769325022	0.140424857264725
509790.651	6290212	137.469644945764	57.6537653238855	50.9802316019145	1.92910931350906	0.421617512964087	0.376279610560926	0.139904316358146
509795.651	6290212	137.446732844061	57.6769062885375	51.114032027256	1.92925994276016	0.427592908581337	0.37472927443877	0.138942596919863
509800.651	6290212	137.424546128264	57.7283903840651	51.2546672899775	1.93103265768159	0.434220646895728	0.372220444904758	0.137846998462118
509805.651	6290212	137.329248886174	57.9122747144738	51.4595472064688	1.93263606407343	0.441233563162022	0.368011954838249	0.136689595225846
509810.651	6290212	137.351051982575	58.07153801221	51.5102783970464	1.96657234654013	0.452027082063872	0.365018078497565	0.135661481971092
509815.651	6290212	137.296791548432	58.2617166224251	51.657657687243	1.97459467213308	0.460333601015917	0.361658168339666	0.134881472440845
509820.651	6290212	137.222397937146	58.6795798924452	51.9020499824574	2.00406263632436	0.468102211039566	0.358872733936081	0.13415528649901
509825.651	6290212	137.137581131089	58.9701008250004	51.9970695421589	2.01817447379625	0.477142354621419	0.354404142939739	0.133733370075856
509830.651	6290212	137.062652427791	59.3990993144948	52.0565251959097	2.04478935529303	0.487303327286164	0.346505213930253	0.133584108073854
509835.651	6290212	136.989679154445	59.7154114725176	52.1171403182845	2.06928503278317	0.496240262598194	0.338525539736633	0.133307670624579
509840.651	6290212	136.93886802811	60.0261522870805	52.1565776435196	2.09761605162693	0.505082314661222	0.329190588844873	0.133075284543666
